site_id,site_name,latitude,longitude,has_match,num_candidates,osm_name,osm_id,distance_km,name_similarity,score,osm_lat,osm_lon
123,Milchbach cave,46.6167,8.083,True,1,Marmorhöhle,303186743.0,2.647,0.2,0.281,46.6137326,8.0486188
262,Bleßberg cave,50.4244,11.0203,True,3,Zinselhöhle Eingang,420716119.0,4.033,0.296,0.265,50.4095006,11.0721997
308,GD8,80.3777,-21.7468,False,0,,,,,,,
130,Dandak cave,19.0,82.0,False,0,,,,,,,
226,Cueva del Diamante,-5.73,-77.5,True,2,Cueva del Diamante,7713840588.0,3.85,1.0,0.769,-5.7532406,-77.525792
11,Jeita cave,33.95,35.65,True,2,Upper Grotto,5382854703.0,0.796,0.235,0.417,33.9433317,35.6468495
70,Abaco Island cave,26.23,-77.16,False,0,,,,,,,
183,Dos Anas cave,22.38,-83.97,True,18,Dos Anas,4705261283.0,0.476,1.0,0.971,22.3820247,-83.9740735
209,Uluu-Too cave,40.4,72.35,False,0,,,,,,,
219,Shennong cave,28.71,117.26,False,0,,,,,,,
177,Santo Tomas cave,22.55,-83.84,True,3,Caverna de Santo Tomás,2267151473.0,0.409,0.606,0.7,22.5475962,-83.8430155
23,Lapa grande cave,-14.37,-44.28,False,0,,,,,,,
136,Juxtlahuaca cave,17.4,-99.2,False,0,,,,,,,
132,Kleegruben cave,47.08,11.67,True,2,Spannagelhöhle,1488744824.0,0.107,0.167,0.41,47.080068,11.6714154
60,Taurius cave,-15.5333,167.0167,False,0,,,,,,,
293,Tham Doun Mai,20.75,102.65,False,0,,,,,,,
189,Chen Ha cave,16.6769,-89.0925,True,4,Tun Kul Cave,6255180140.0,1.405,0.286,0.416,16.664586,-89.0895238
182,Kotumsar cave,19.0,82.0,False,0,,,,,,,
2,Kesang cave,42.87,81.75,False,0,,,,,,,
349,Talisman cave,40.39,72.35,False,0,,,,,,,
185,Beatus cave,46.6847,7.7819,True,2,St.Beatus-Höhlen,745919883.0,0.031,0.545,0.68,46.6846706,7.7823068
306,Cuíca cave,-11.6822,-60.6431,False,0,,,,,,,
95,Brown's cave,27.8894,-82.5186,False,0,,,,,,,
253,Hoq cave,12.5866,54.3543,True,1,Hoq Cave,9753722102.0,0.124,1.0,0.993,12.5876973,54.3544798
48,Leviathan cave,37.89,-115.58,False,0,,,,,,,
255,Mitoho,-24.0477,43.7533,True,3,Mitoho,3570423899.0,0.016,1.0,0.999,-24.0476935,43.7531438
5,Yangkou cave,29.0333,107.1833,True,7,Unnamed,13566719139.0,0.688,0.143,0.359,29.0355676,107.1898891
277,Huagapo cave,-11.27,-75.79,True,2,Gruta de Huagapo,286783901.0,0.419,0.609,0.701,-11.2682671,-75.7865844
316,Hüttenbläserschachthöhle,51.3689,7.6547,True,13,Dechenhöhle,1371975516.0,0.712,0.457,0.577,51.3659328,7.6456148
121,Entrische Kirche cave,47.16,13.15,False,0,,,,,,,
356,Yangzi cave,29.783,107.783,False,0,,,,,,,
15,Baschg cave,47.2501,9.6667,False,0,,,,,,,
120,Ejulve cave,40.76,-0.59,True,2,Cueva del Recuenco,13304704501.0,0.378,0.25,0.452,40.7594809,-0.5855613
129,Grotta di Carburangeli,38.1665,13.1603,True,2,Grotta di Carburangeli,8422630011.0,0.011,1.0,0.999,38.1665995,13.1603094
198,"Lianhua cave, Hunan",29.48,109.5333,False,0,,,,,,,
275,Buraca Gloriosa,39.5333,-8.7833,True,10,Grutas de Alvados,1756342963.0,2.737,0.375,0.398,39.5401713,-8.7526543
6,Hulu cave,32.5,119.17,False,0,,,,,,,
245,Nakarallu cave,14.52,77.99,False,0,,,,,,,
4,Villars cave,45.43,0.78,True,1,Grotte de Villars,2423303117.0,1.457,0.583,0.621,45.4425621,0.785301
8,Lancaster Hole,54.2209,-2.5168,True,74,Lancaster Hole,554858725.0,0.019,1.0,0.999,54.2210687,-2.516764
215,Chaara cave,33.9558,-4.2461,False,0,,,,,,,
207,Shatuca cave,-5.7,-77.9,True,1,Cueva del Rio Shatuca,7807817048.0,0.219,0.5,0.637,-5.701484,-77.9012966
241,Gempa bumi cave,-5.0,120.0,False,0,,,,,,,
138,Moomi cave,12.55,54.2,False,0,,,,,,,
79,Dim cave,36.534,32.1056,True,1,Dim Mağarası,715290197.0,0.685,0.4,0.539,36.5391555,32.1097885
266,Cueva Victoria,37.6322,-0.8215,True,1,Cueva Victoria,3905429443.0,0.079,1.0,0.995,37.6326277,-0.8207837
354,Wulu cave,26.05,105.0833,False,0,,,,,,,
152,Hoti cave,23.0833,57.35,True,2,كهف الهوتة,4358968290.0,0.466,0.0,0.272,23.0820677,57.3543586
363,Lake Shasta cave,40.804,-122.304,True,1,Lake Shasta Caverns,320120939.0,2.415,0.88,0.771,40.7973795,-122.2766711
274,Terciopelo cave,10.17,-85.33,False,0,,,,,,,
155,KNI-51,-15.3,128.62,False,0,,,,,,,
231,Pacupahuain cave,-11.24,-75.82,True,2,Sima de Racas Marca,11478460514.0,2.832,0.267,0.317,-11.2456762,-75.794683
342,Sa balma des quartó cave,39.5145,3.3059,True,52,cova de sa balma des cuartó,11687476904.0,0.01,0.783,0.847,39.5145813,3.3059456
208,Tangga cave,-0.36,100.76,False,0,,,,,,,
224,Xianglong cave,33.0,106.33,False,0,,,,,,,
19,Kanaan cave,33.9069,35.6069,False,0,,,,,,,
346,Shijiangjun cave,26.2,105.5,False,0,,,,,,,
16,Han-sur-Lesse cave,50.1164,5.1884,True,30,Trou de Han (Grottes de Han),2380634842.0,0.581,0.341,0.504,50.1208634,5.1926373
127,Xiaobailong cave,24.2,103.36,False,0,,,,,,,
137,Kinderlinskaya cave,54.15,56.85,True,6,Unnamed,2174721117.0,2.119,0.19,0.306,54.1314346,56.8426495
202,Piani Eterni karst system,46.16,11.99,True,2,Unnamed,6434219517.0,4.101,0.125,0.141,46.1326505,12.0257042
144,Botuverá cave,-27.2247,-49.1569,True,1,Grutas de Botuverá,2677612603.0,0.082,0.615,0.726,-27.2252582,-49.1574384
49,McLean's cave,38.07,-120.42,True,1,Moaning Cave,992092588.0,4.032,0.4,0.338,38.06904,-120.4660397
192,El Condor cave,-5.93,-77.3,True,3,Cueva de Campo Amor,7824349840.0,3.4,0.429,0.396,-5.9284075,-77.3306961
72,Ascunsa cave,45.0,22.6,False,0,,,,,,,
324,La Vallina,43.41,-4.8067,True,5,La Vallina,5949505815.0,0.067,1.0,0.996,43.4104324,-4.8061199
7,Cold Air cave,-24.0,29.1833,False,0,,,,,,,
29,Mairs cave,-32.16,138.83,False,0,,,,,,,
27,Tamboril cave,-16.0,-47.0,False,0,,,,,,,
307,Efflux cave,-33.41,22.34,False,0,,,,,,,
298,Belum cave,15.1,78.1,True,1,Belum Caves,4523782074.0,1.276,0.909,0.86,15.102175,78.1116692
82,Hollywood cave,-41.95,171.47,True,3,Hole in the Hill,1123061603.0,0.605,0.32,0.488,-41.9518936,171.4768536
269,Gejkar cave,35.8,45.1645,False,0,,,,,,,
334,Nova Grgosova cave,45.8188,15.6783,True,2,Nova Grgosova špilja,2729783661.0,0.008,0.684,0.778,45.8187313,15.678312
351,Trapiá cave,-5.6,-37.7,False,0,,,,,,,
323,Kyok-Tash cave,51.729,85.656,True,3,Пещера Экологическая (Кек-Таш),2076510543.0,0.031,0.051,0.334,51.7288857,85.6564104
353,Wintimdouine,30.77,-9.49,False,0,,,,,,,
355,Xiniu cave,31.5167,110.57,False,0,,,,,,,
31,Abaliget cave,46.1333,18.1167,True,81,Abaligeti-cseppkőbarlang,707254947.0,0.377,0.5,0.627,46.1366843,18.1165307
313,Herbstlabyrinth cave,50.6875,8.2058,True,8,Herbstlabyrinth-Adventhöhle-System,644792344.0,0.051,0.612,0.725,50.6877814,8.2063777
128,Buckeye creek,37.98,-80.4,False,0,,,,,,,
263,Bulgarian Orlova Chuka cave,43.5937,25.9597,True,2,Орлова чука,1174578048.0,0.053,0.061,0.339,43.5933164,25.9600821
133,Buca della Renella,44.08,10.21,True,594,Buca della Renella,10905682924.0,2.676,1.0,0.839,44.0937497,10.182508
360,Bigonda cave,46.018,11.581,True,80,Grotta della Bigonda,4388840122.0,0.018,0.519,0.662,46.0181626,11.5809973
232,Rio Secreto cave system,20.59,-87.13,False,0,,,,,,,
42,Ifoulki cave,30.708,-9.3275,True,1,Wintindouine وينتيمدوين,516610283.0,3.475,0.267,0.278,30.6804948,-9.3447545
165,Ruakuri cave,-36.27,175.08,False,0,,,,,,,
213,Tausoare cave,47.4333,24.5167,True,1,Peştera Tăuşoare,12184077155.0,1.599,0.583,0.612,47.4458226,24.5271584
160,Soreq cave,31.7558,35.0226,True,9,Unnamed,11899226325.0,0.922,0.167,0.361,31.763688,35.0256023
260,Crovassa Azzurra,39.28,8.48,True,1,Grotta Santa Barbara,8755803759.0,1.335,0.556,0.609,39.2895186,8.4894513
290,Grete-Ruth Shaft,47.5429,12.0272,True,2,Hundalm-Eishöhle,824851273.0,0.254,0.188,0.416,47.5451409,12.0265133
336,Pentadactylos,35.27,33.47,True,1,Unnamed,7327265062.0,3.297,0.2,0.242,35.279795,33.4357183
65,Whiterock cave,4.15,114.86,True,8,Whiterock Cave (Midnight Entrance),10135300285.0,3.372,0.474,0.429,4.1221328,114.8719954
234,Santana cave,-24.5308,-48.7267,True,6,Caverna Santana,903676829.0,2.499,0.636,0.596,-24.5338246,-48.7022212
85,Macal Chasm,16.883,-89.108,False,0,,,,,,,
352,War Eagle,34.67,-86.05,False,0,,,,,,,
142,Tianmen,30.9167,90.0667,False,0,,,,,,,
200,Minnetonka cave,42.0875,-111.519,True,1,Minnetonka Cave,9858176658.0,0.02,1.0,0.999,42.0874057,-111.5187995
286,La Garma cave,43.4306,-3.6658,True,3,Cueva de La Garma,418784261.0,0.013,0.64,0.747,43.4306677,-3.6659247
64,Wah Shikhar cave,25.25,91.8667,False,0,,,,,,,
366,Savi cave,45.6167,13.8833,True,188,Grotta Gualtiero Savi,2315684036.0,0.159,0.32,0.514,45.61734,13.88513
134,Cave of the Bells,31.75,-110.75,True,2,Cave of the Bells,2824859401.0,2.928,1.0,0.824,31.7288758,-110.7684871
243,Kailash cave,18.8445,81.9915,False,0,,,,,,,
204,Xibalba cave,16.5,-89.0,False,0,,,,,,,
345,Schratten cave,46.7833,8.2667,True,4,Schrattenhöhle,7315412515.0,1.72,0.783,0.745,46.7800121,8.288769
99,Dante cave,-19.4,17.8833,False,0,,,,,,,
301,Cathedral cave,-32.617,148.94,True,3,Cathedral Cave,4153384278.0,0.573,1.0,0.966,-32.6221459,148.9396055
71,Baradla cave,48.4667,20.5,True,47,Baradla-barlang bejárat,981440188.0,0.643,0.467,0.588,48.471632,20.4954489
174,Zhuliuping cave,26.0167,104.095,False,0,,,,,,,
244,"Lianhua cave, Shanxi",38.1667,113.7167,False,0,,,,,,,
38,Diva cave,-12.3819,-41.5733,True,1,Gruta da Pratinha,4153131892.0,4.803,0.286,0.212,-12.3524415,-41.5409648
193,Frasassi cave system - Grotta Grande del Vento,43.4008,12.9619,True,152,Grotta Grande del Vento,4557134896.0,0.118,0.719,0.796,43.3997795,12.9614999
328,Mata Virgem cave,-11.62,-47.49,False,0,,,,,,,
225,Chiflonkhakha cave,-18.1222,-65.7739,True,2,Caverna ToroToro,4086768866.0,1.349,0.138,0.316,-18.1101386,-65.7753157
273,Crystal cave,36.59,-118.82,True,1,Crystal Cave,696792182.0,0.556,1.0,0.967,36.5892266,-118.826153
341,Rey Marcos,15.4277,-90.2807,False,0,,,,,,,
178,Yamen cave,25.4833,107.9,False,0,,,,,,,
154,Jiuxian cave,33.5667,109.1,False,0,,,,,,,
358,Zhangjia cave,32.5833,105.0833,False,0,,,,,,,
319,Jiulong cave,27.8,113.9,False,0,,,,,,,
343,Sant'Angelo cave,40.7,17.5,False,0,,,,,,,
305,Cueva Rosa,43.4436,-5.1403,True,3,Cueva Rosa,13169167192.0,0.689,1.0,0.959,43.4434565,-5.1317632
272,Metro cave,-41.93,171.47,True,3,Metro Cave,4480576512.0,1.031,1.0,0.938,-41.9358976,171.4796209
80,Furong cave,29.2289,107.9036,True,1,Unnamed,4503846516.0,0.026,0.308,0.514,29.2289158,107.9033277
53,Pippikin Pot cave,54.2143,-2.5123,True,79,Pippikin Pot,13028255810.0,0.174,1.0,0.99,54.215445,-2.5104674
78,Chilibrillo cave,9.1741,-79.6164,False,0,,,,,,,
190,Cold Water cave,43.4678,-91.975,False,0,,,,,,,
69,Xinglong cave,40.5,117.5,True,1,兴隆溶洞,2495014138.0,1.721,0.0,0.197,40.4869849,117.4889914
57,Soylegrotta cave,66.0,14.0,False,0,,,,,,,
111,Rainha cave,-5.5782,-37.6432,False,0,,,,,,,
265,Coves de Campanet,39.7937,2.9683,True,6,Coves de Campanet,5503469510.0,0.12,1.0,0.993,39.7926183,2.9683618
26,Okshola cave,67.0,15.0,False,0,,,,,,,
187,Cesare Battisti cave,46.13,11.03,True,11,Grotta Cesare Battisti,9958994170.0,2.361,0.811,0.726,46.1470523,11.0482688
25,Palestina cave,-5.92,-77.35,True,8,Cueva de Palestina,7713740998.0,0.785,0.667,0.72,-5.9268353,-77.351782
166,Te Reinga cave,-38.82,177.52,True,2,Unnamed,1123061388.0,3.912,0.125,0.153,-38.8103239,177.5634126
236,Toca da Boa Vista,-10.1602,-40.8605,True,1,Toca da Boa Vista,7318685910.0,0.273,1.0,0.984,-10.1625251,-40.8597012
81,Gueldaman cave,36.4333,4.5667,False,0,,,,,,,
197,Klaus Cramer cave,47.26,9.52,False,0,,,,,,,
157,Munagamanu cave,15.15,77.92,False,0,,,,,,,
364,Naharon,20.18,-87.54,True,7,Unnamed,6050984397.0,1.442,0.286,0.414,20.188353,-87.550564
87,Pindal cave,43.4,-4.53,True,15,Cueva el Pindal,558629070.0,0.359,0.571,0.678,43.3975847,-4.5329511
113,Paixão cave,-12.6182,-41.0184,False,0,,,,,,,
335,Ostolo cave,43.1878,-0.2678,False,0,,,,,,,
304,Cueva Bonita,23.0,-99.0,False,0,,,,,,,
248,Shenqi cave,28.333,103.1,False,0,,,,,,,
67,Clearwater/Wind caves connection,4.1,114.83,True,13,Clearwater Cave (Snake Track Entrance),10135300287.0,2.641,0.533,0.515,4.0823934,114.845978
280,Atta cave,51.1,7.9,True,5,Atta-Höhle,194177073.0,3.019,0.571,0.519,51.1254699,7.9149992
186,Bribin cave,-8.05,110.633,True,6,Goa Jomblang,4376800615.0,2.445,0.222,0.309,-8.0286285,110.6382419
28,Valmiki cave ,15.15,77.8167,False,0,,,,,,,
361,Kocain cave,37.2325,30.7117,True,1,Kocain Mağarası,1572294886.0,0.027,0.571,0.698,37.2325328,30.7113958
61,Timta cave,29.8381,82.0336,False,0,,,,,,,
230,Marota cave,-12.6227,-41.0216,False,0,,,,,,,
147,Fort Stanton cave,33.5067,-105.4433,True,1,Fort Stanton Cave,7885338123.0,4.651,1.0,0.721,33.5068345,-105.493465
73,Bourgeois–Delaunay cave,45.6678,0.5133,True,2,Grotte de Lavaud,5204252292.0,1.577,0.412,0.494,45.6783125,0.4996774
223,Wanxiang cave,33.32,105.0,True,1,万象洞,8354378120.0,1.207,0.0,0.228,33.3300128,105.0050229
63,Tzabnah cave,20.73,-89.716,False,0,,,,,,,
156,Mavri Trypa cave,36.736,21.7596,False,0,,,,,,,
146,Gunung-buda cave (snail shell cave),4.02,114.48,False,0,,,,,,,
195,Harrison's cave,13.2,-59.6,True,1,Harrison's Cave,3887334792.0,3.233,1.0,0.806,13.1853265,-59.5742209
278,Pink Panther cave,32.0,-105.2,False,0,,,,,,,
321,Klang,8.33,98.73,True,2,Tham Klang,7161046616.0,1.929,0.667,0.651,8.3379285,98.7455986
20,Secret cave,4.0848,114.8503,True,25,Clearwater Cave (Snake Track Entrance),10135300287.0,0.549,0.256,0.447,4.0823934,114.845978
13,Ball Gown cave,-17.03,125.0,False,0,,,,,,,
214,Cave C126,-22.1,113.9,False,0,,,,,,,
196,Karaca cave,40.5443,39.4029,True,1,Karaca Mağarası,4874702122.0,0.001,0.571,0.7,40.5442916,39.4028933
108,Clamouse cave,43.71,3.55,True,50,Grotte de Clamouse,686817231.0,0.213,0.615,0.718,43.709593,3.5525836
318,Jinfo cave,29.0167,107.1792,True,7,Unnamed,13566719139.0,2.341,0.167,0.276,29.0355676,107.1898891
97,Bue Marino cave,40.2467,9.6228,True,24,Grotta del Bue marino,308354506.0,0.005,0.645,0.751,40.2467401,9.6227793
235,Cueva del Tigre Perdido,-5.9406,-77.3081,True,4,Cueva del Viento,7713923814.0,3.549,0.615,0.518,-5.9713033,-77.3168539
135,Grotte de Piste,33.95,-4.246,False,0,,,,,,,
206,São Matheus cave,-13.81,-46.35,False,0,,,,,,,
344,Sarma cave,43.39,40.37,True,17,Русалочка,5285683102.0,0.185,0.0,0.289,43.390996,40.3718403
320,Katalekhor,35.85,48.16,True,1,غار کتله خور,3096058666.0,1.565,0.0,0.206,35.8360367,48.1621486
47,Larshullet cave,66.4381,14.1822,True,2,Setergrotta,3685871749.0,3.687,0.286,0.279,66.4214673,14.2539286
210,White moon cave,37.0,-122.183,False,0,,,,,,,
296,Amir Timur cave,39.4227,66.7632,False,0,,,,,,,
32,Anjokipoty,-15.5784,46.7344,False,0,,,,,,,
359,Zoolithen cave,49.7793,11.2829,True,58,Zoolithenhöhle,556748045.0,0.021,0.783,0.847,49.7793379,11.2826077
268,Pere Noel cave,50.0,5.2,False,0,,,,,,,
270,Gol-E-Zard cave,35.84,52.0,True,1,غار گل زرد,5894264165.0,0.312,0.0,0.281,35.8422337,52.0020858
264,Strašna peć cave,44.0049,15.0388,True,4,Strašna peć,2375460063.0,0.048,1.0,0.997,44.0045419,15.0384678
216,Dark cave,27.2,106.1667,False,0,,,,,,,
35,Curupira cave,-15.2002,-56.7839,False,0,,,,,,,
281,Venado cave,10.55,-84.77,False,0,,,,,,,
279,Staircase cave,-34.2071,22.0899,True,1,Pinnacle Point 13B,3657259352.0,0.081,0.074,0.347,-34.2077549,22.089524
330,Meravelles cave,40.9488,0.5127,True,6,Cova Meravelles,1961032052.0,0.19,0.8,0.849,40.9499921,0.5110749
211,Xiangshui cave,25.25,110.92,False,0,,,,,,,
303,"Crystal cave, Australia",-34.1,115.0,True,2,Giants Cave,5305691923.0,4.138,0.167,0.168,-34.0892823,115.0430302
314,Herolds Bay cave,-34.05,22.39,False,0,,,,,,,
45,Kulishu cave,39.68,115.65,True,12,黄老洞,9927050237.0,0.197,0.0,0.288,39.6817407,115.6504196
365,Pot au Feu,42.52,0.24,True,2,Espluca del Onso,6926341605.0,2.688,0.154,0.246,42.5064802,0.2128071
295,Qadisha cave,34.2439,36.0364,True,1,مغارة قاديشا,4426215148.0,0.003,0.0,0.3,34.2439284,36.0364117
327,Manita peć cave,45.3142,15.4754,False,0,,,,,,,
249,Shigao cave,28.183,107.167,False,0,,,,,,,
259,Cobre cave,42.98,-4.37,True,2,Cueva del Cobre,7412451779.0,0.807,0.5,0.602,42.9869025,-4.3730693
329,Matupi cave,1.25,29.82,True,9,Matupi,8358838507.0,4.184,1.0,0.749,1.2813451,29.840818
283,Babylon cave,-41.95,171.47,True,3,Hole in the Hill,1123061603.0,0.605,0.174,0.385,-41.9518936,171.4768536
173,Perdida cave,18.0,-67.0,False,0,,,,,,,
242,Haozhu cave,30.6833,109.9833,False,0,,,,,,,
56,Skala Marion cave,40.6387,24.5144,True,2,Unnamed,12521313377.0,2.8,0.211,0.279,40.6223982,24.5396825
14,Lehman caves,39.01,-114.22,True,1,Lehman Caves,298946850.0,0.512,1.0,0.969,39.0054225,-114.2206718
163,Gardener's Gut,-38.25,175.02,True,3,Gardner's Gut,4771754221.0,4.916,0.963,0.679,-38.2645727,175.073152
158,Nettlebed cave,-41.23,172.68,True,1,Sphinx Valley Cave,1123061503.0,4.895,0.273,0.197,-41.1898532,172.6559835
17,Huangye cave,33.5833,105.1167,False,0,,,,,,,
222,Patate cave,-19.7583,63.3864,True,3,Caverne Patate,440011392.0,0.399,0.6,0.696,-19.754733,63.3868419
84,Leány cave,47.7,18.84,True,45,Leány-barlang,1192434410.0,0.332,0.556,0.669,47.699993,18.8444428
175,Yaoba Don cave,28.8,109.83,False,0,,,,,,,
77,Chauvet cave,44.23,4.26,True,15,Aven,4411548446.0,3.354,0.545,0.481,44.2266286,4.3018296
151,Guillotine cave,-42.3108,172.2178,False,0,,,,,,,
59,Suozi cave,32.43,107.17,False,0,,,,,,,
357,Yonderup cave,-31.547,115.69,True,3,Yonderup Cave,3658668205.0,0.093,1.0,0.994,-31.5476174,115.6906614
300,Careys cave,-35.07,148.66,False,0,,,,,,,
326,Linzhu cave,31.5167,110.3167,False,0,,,,,,,
292,Limnon cave,37.9605,22.1403,True,2,Σπήλαιο Λιμνών,5097880046.0,0.098,0.0,0.294,37.9596996,22.1398203
172,Wolkberg cave,-24.1,29.88,False,0,,,,,,,
74,Cango cave,-33.3925,22.2147,True,1,Cango Caves,503858812.0,0.038,0.909,0.934,-33.3922844,22.2143761
109,Molinos cave,40.7925,-0.4492,True,2,Cueva de las Baticambras,666200248.0,0.565,0.129,0.356,40.7904188,-0.4553222
246,Palawan cave,10.2,118.9,True,1,Underground River,2293272050.0,2.812,0.083,0.19,10.1989395,118.9256762
312,Heifeng cave,29.0167,107.1833,True,7,Unnamed,13566719138.0,2.201,0.143,0.268,29.0354647,107.1905207
362,Labyrinth cave,-34.3,115.1,True,2,Moondyne Cave,2285744211.0,2.966,0.235,0.287,-34.2734417,115.0969569
66,White Scar cave,54.1656,-2.4419,True,66,White Scar Cave,6957595702.0,0.038,1.0,0.998,54.1656583,-2.4413268
294,Palco cave,18.35,-66.5,False,0,,,,,,,
254,PP29,-34.2078,22.0876,True,1,Pinnacle Point 13B,3657259352.0,0.177,0.182,0.417,-34.2077549,22.089524
347,Shizi cave,29.6822,106.2881,True,2,果老寨遗址,11876859066.0,2.454,0.0,0.153,29.6610917,106.2955243
106,Seso cave,42.46,0.04,True,1,Cueva de la Sierra,4090375494.0,3.41,0.182,0.223,42.4294086,0.0370383
36,Dayu cave,33.133,106.3,False,0,,,,,,,
34,Cueva del Diablo,18.192,-99.921,False,0,,,,,,,
350,Toca da Barriguda,-10.16,-40.86,True,1,Toca da Boa Vista,7318685910.0,0.283,0.706,0.777,-10.1625251,-40.8597012
203,Poleva cave,44.7144,21.7469,True,2,Vranovec,2395352541.0,1.796,0.286,0.392,44.7039769,21.7295379
98,Crag cave,52.25,-9.43,True,1,Crag Cave,475710521.0,1.028,1.0,0.938,52.2471229,-9.4443544
90,Trió cave,46.11,18.15,True,96,Trió-barlang,3440813505.0,0.902,0.5,0.596,46.1180621,18.1513457
258,B7 cave,49.0,7.0,False,0,,,,,,,
288,Wet Neck cave,-40.7,172.48,False,0,,,,,,,
233,Robinson cave,33.0,-107.7,False,0,,,,,,,
297,Bàsura cave,44.13,8.2,True,6,Grotte di Toirano,2264679610.0,0.55,0.174,0.389,44.1343754,8.2032211
271,Jersey cave,-35.72,148.49,True,7,Jersey Cave,1074302540.0,0.476,1.0,0.971,-35.7235272,148.4870203
239,Baluk cave,42.433,84.733,False,0,,,,,,,
103,Lapa Doce cave,-12.3344,-41.6043,True,4,Gruta Lapa Doce Exit,4153268605.0,0.804,0.621,0.686,-12.3277965,-41.6073166
161,Aurora cave,-45.2953,167.6979,True,1,Te Ana-au Glow-Worm Caves,495996579.0,2.234,0.308,0.381,-45.2945045,167.7264435
237,Umajalanta cave,-18.12,-65.77,True,2,Caverna Umajalanta,2264386190.0,4.433,0.714,0.534,-18.1143342,-65.8115243
317,Jiangjun cave,22.95,104.8167,True,1,曼棍洞,11443521790.0,1.892,0.0,0.186,22.966387,104.8117351
337,Pir Ghar cave,35.23,57.42,False,0,,,,,,,
191,Devil's Icebox cave,38.15,-92.05,False,0,,,,,,,
118,Clearwater cave,4.1,114.8333,True,16,Clearwater Resurgence,10084842668.0,3.899,0.645,0.518,4.064987,114.8313868
315,Huangchao cave,36.6167,118.3333,False,0,,,,,,,
348,Sudwala cave,-25.37,20.7,False,0,,,,,,,
252,Andriamaniloke,-24.051,43.7569,True,3,Malaza Manga,3570423898.0,2.315,0.385,0.43,-24.0302633,43.7548225
310,Golgotha cave,-34.083,115.05,True,5,Giants Cave,5305691923.0,0.949,0.286,0.443,-34.0892823,115.0430302
169,Doubtful Xanadu,-45.3735,167.0476,False,0,,,,,,,
